Wikidata,PersonInWikidata,PersonInPausanias,Description,Entity,Wikipedia,FatherLabel,FatherURL,MotherLabel,MotherURL
http://www.wikidata.org/entity/Q368219,Verres,,"1st-century BC Roman magistrate, notorious for his misgovernment of Sicily",human,https://en.wikipedia.org/wiki/Gaius_Verres,http://www.wikidata.org/.well-known/genid/64925d2d76241ac83cf52581911da4cf,http://www.wikidata.org/.well-known/genid/64925d2d76241ac83cf52581911da4cf,http://www.wikidata.org/.well-known/genid/1d39195d9825159b939c23dcaa7356c9,http://www.wikidata.org/.well-known/genid/1d39195d9825159b939c23dcaa7356c9
http://www.wikidata.org/entity/Q454995,"Verrius Flaccus",,"Roman lexicographer and writer (55 BC-20 AD)",human,https://en.wikipedia.org/wiki/Verrius_Flaccus,,,,
http://www.wikidata.org/entity/Q114445982,Vertiscus,,"praefectus equitum",human,,,,,
http://www.wikidata.org/entity/Q259126,Verus,,"Roman usurper for the imperial throne (died 219)",human,https://en.wikipedia.org/wiki/Verus_(senator),,,,
http://www.wikidata.org/entity/Q448568,"Vespasia Polla",,"mother of the Roman emperor Vespasian",human,https://en.wikipedia.org/wiki/Vespasia_Polla,"Vespasius Pollio",http://www.wikidata.org/entity/Q11954555,,
http://www.wikidata.org/entity/Q1419,Vespasian,Οὐεσπασιανοῦ,"emperor of Ancient Rome, founder of the Flavian dynasty (9-79)",human,https://en.wikipedia.org/wiki/Vespasian,"Titus Flavius Sabinus",http://www.wikidata.org/entity/Q1033173,"Vespasia Polla",http://www.wikidata.org/entity/Q448568
http://www.wikidata.org/entity/Q108540626,Vespasius,,"uncle of emperor Vespasian",human,,"Vespasius Pollio",http://www.wikidata.org/entity/Q11954555,,
http://www.wikidata.org/entity/Q11954555,"Vespasius Pollio",,"maternal grandfather of emperor Vespasian",human,,,,,
http://www.wikidata.org/entity/Q188761,"Vestal Virgin",,"priestesses of goddess Vesta in Ancient Rome",position,https://en.wikipedia.org/wiki/Vestal_Virgin,,,,
http://www.wikidata.org/entity/Q188761,"Vestal Virgin",,"priestesses of goddess Vesta in Ancient Rome","religious occupation",https://en.wikipedia.org/wiki/Vestal_Virgin,,,,
http://www.wikidata.org/entity/Q188761,"Vestal Virgin",,"priestesses of goddess Vesta in Ancient Rome","religious order",https://en.wikipedia.org/wiki/Vestal_Virgin,,,,
http://www.wikidata.org/entity/Q109628373,Vestinus,,"1st-century Roman toreutician",human,,,,,
http://www.wikidata.org/entity/Q314828,Vetranio,,"Roman emperor",human,https://en.wikipedia.org/wiki/Vetranio,,,,
http://www.wikidata.org/entity/Q1372241,"Vettius Agorius Basilius Mavortius",,politician,human,https://en.wikipedia.org/wiki/Vettius_Agorius_Basilius_Mavortius,"Caecina Mavortius Basilius Decius",http://www.wikidata.org/entity/Q1131117,,
http://www.wikidata.org/entity/Q541861,"Vettius Agorius Praetextatus",,"Roman senator and governor (320-384)",human,https://en.wikipedia.org/wiki/Vettius_Agorius_Praetextatus,"Vettius Rufinus",http://www.wikidata.org/entity/Q1239423,,
http://www.wikidata.org/entity/Q1216421,"Vettius Aquilinus",,politician,human,,,,,
http://www.wikidata.org/entity/Q24939183,"Vettius Cornificius Gordianus",,,human,,,,,
http://www.wikidata.org/entity/Q720474,"Vettius Gratus",,"Roman senator and consul in 250",human,https://en.wikipedia.org/wiki/Vettius_Gratus_(consul_250),"Gaius Vettius Gratus Sabinianus",http://www.wikidata.org/entity/Q745547,,
http://www.wikidata.org/entity/Q1174079,"Vettius Justus",,"Roman politician, consul 328",human,,"Gaius Vettius Cossinius Rufinus",http://www.wikidata.org/entity/Q1131441,,
http://www.wikidata.org/entity/Q1239423,"Vettius Rufinus",,politician,human,,"Gaius Vettius Cossinius Rufinus",http://www.wikidata.org/entity/Q1131441,"Petronia Probiana",http://www.wikidata.org/entity/Q113026094
http://www.wikidata.org/entity/Q93590035,"Vettius Scato",,"p. s. I - p.m. s. I",human,,,,,
http://www.wikidata.org/entity/Q1051470,"Vettius Valens",,"2nd-century Greek astrologer",human,https://en.wikipedia.org/wiki/Vettius_Valens,,,,
http://www.wikidata.org/entity/Q105946676,"Vettius Valens",,"römischer Eques und Arzt († 48 n. Chr.)",human,,,,,
http://www.wikidata.org/entity/Q924779,Vettones,,"ancient people of Spain","isolated human group",https://en.wikipedia.org/wiki/Vettones,,,,
http://www.wikidata.org/entity/Q924779,Vettones,,"ancient people of Spain",people,https://en.wikipedia.org/wiki/Vettones,,,,
http://www.wikidata.org/entity/Q1538734,Veturia,,"Roman legendary figure, mother of Roman general Gnaeus Marcius Coriolanus",human,https://en.wikipedia.org/wiki/Veturia,http://www.wikidata.org/.well-known/genid/c50a8d29d5a67de2e900dfe4308774e2,http://www.wikidata.org/.well-known/genid/c50a8d29d5a67de2e900dfe4308774e2,http://www.wikidata.org/.well-known/genid/c17a6fc57db51c3845898f3f09ce1002,http://www.wikidata.org/.well-known/genid/c17a6fc57db51c3845898f3f09ce1002
http://www.wikidata.org/entity/Q4011032,"Viator of Lyons",,"French saint",human,https://en.wikipedia.org/wiki/Viator_of_Lyons,,,,
http://www.wikidata.org/entity/Q3656003,"Vibia Aurelia Sabina",,"youngest daughter of Roman Emperor Marcus Aurelius",human,https://en.wikipedia.org/wiki/Vibia_Aurelia_Sabina,"Marcus Aurelius",http://www.wikidata.org/entity/Q1430,"Faustina the Younger",http://www.wikidata.org/entity/Q236936
http://www.wikidata.org/entity/Q232716,"Vibia Sabina",,"Roman Empress, wife of Emperor Hadrian",human,https://en.wikipedia.org/wiki/Vibia_Sabina,"Lucius Vibius Sabinus",http://www.wikidata.org/entity/Q6697631,"Salonia Matidia",http://www.wikidata.org/entity/Q262368
http://www.wikidata.org/entity/Q72842113,Vibidia,,"Vestal Virgin during the reign of emperor Claudius",human,,,,,
http://www.wikidata.org/entity/Q11954585,"Vibius Curius",,"commander under Julius Caesar",human,,,,,
http://www.wikidata.org/entity/Q11954588,"Vibius Fronto",,"commander under Lucius Pomponius Flaccus in 19 BC",human,,,,,
http://www.wikidata.org/entity/Q110168163,"Vibius Philippus",,"3rd-century BC bronze artist",human,,,,,
http://www.wikidata.org/entity/Q431367,"Vibius Sequester",,"4th or 5th century Roman writer",human,https://en.wikipedia.org/wiki/Vibius_Sequester,,,,
http://www.wikidata.org/entity/Q11954587,"Vibius Serenus",,"Roman governor of Hispania Ulterior in 23 AD",human,,,,,
http://www.wikidata.org/entity/Q7924698,"Vibullia Alcia Agrippina",,"2nd century Greco-Roman aristocrat and heiress",human,,"Lucius Vibullius Rufus",http://www.wikidata.org/entity/Q101105495,"Claudia Alcia",http://www.wikidata.org/entity/Q104626458
http://www.wikidata.org/entity/Q7924699,"Vibullius Agrippa",,"Roman knight of the Equestrian rank who was accused of some crime, probably treason",human,https://en.wikipedia.org/wiki/Vibullius_Agrippa,,,,
http://www.wikidata.org/entity/Q110063606,Viccentia,,"ancient roman goldsmith",human,,,,,
http://www.wikidata.org/entity/Q4110953,"Vicenç de Cotlliure",,,human,,,,,
http://www.wikidata.org/entity/Q100701258,"Viciria Archa",,"mother of Marcus Nonius Balbus",human,,,,,
http://www.wikidata.org/entity/Q11955048,"Víctor de Barcelona",,,"human whose existence is disputed",,,,,
http://www.wikidata.org/entity/Q9374201,"Victor of Antioch",,"exegete of the Gospel of Mark (5th/6th century)",human,,,,,
http://www.wikidata.org/entity/Q3948057,"Victor of Caesarea",,,human,,,,,
http://www.wikidata.org/entity/Q1374522,"Victor of Marseilles",,"Gallo-Roman saint",human,https://en.wikipedia.org/wiki/Victor_of_Marseilles,,,,
http://www.wikidata.org/entity/Q682935,"Victor of Solothurn",,"Swiss saint and martyr",human,https://en.wikipedia.org/wiki/Victor_of_Solothurn,,,,
http://www.wikidata.org/entity/Q544327,"Victoria of Córdoba",,"Christian saint",human,,,,,
http://www.wikidata.org/entity/Q85972614,"Victorianus of Abitinae",,"Roman Christian martyred in 304 AD",human,,,,,
http://www.wikidata.org/entity/Q333770,Victorinus,,"Roman emperor in Gaul from 268/269 to 270/271",human,https://en.wikipedia.org/wiki/Victorinus,,,Vitruvia,http://www.wikidata.org/entity/Q286499
http://www.wikidata.org/entity/Q385111,Victorinus,,"Roman consul 282 AD",human,,,,,
http://www.wikidata.org/entity/Q7927421,Victorinus,,"Roman governor of Britain",human,https://en.wikipedia.org/wiki/Victorinus_(vicarius),,,,
http://www.wikidata.org/entity/Q469199,"Victorinus of Pettau",,"3rd century Christian ecclesiastical writer",human,https://en.wikipedia.org/wiki/Victorinus_of_Pettau,,,,
http://www.wikidata.org/entity/Q1288238,Victricius,,"Gallo-Roman saint",human,https://en.wikipedia.org/wiki/Victricius,,,,
http://www.wikidata.org/entity/Q11954720,"Vigilius Diaconus",,"author of the 5th Century A.D.",human,,,,,
http://www.wikidata.org/entity/Q194395,"Vigilius of Trent",,"bishop, martyr and saint",human,https://en.wikipedia.org/wiki/Vigilius_of_Trent,,,"Saint Maxentia",http://www.wikidata.org/entity/Q27022270
http://www.wikidata.org/entity/Q318974,"Vincent of Saragossa",,"saint and martyr",human,https://en.wikipedia.org/wiki/Vincent_of_Saragossa,,,,
http://www.wikidata.org/entity/Q56634498,"Vincenza Lucherini",,"Italian art historian",human,,,,,
http://www.wikidata.org/entity/Q333826,Vindex,,"Roman senator and governor (AD c.25-68)",human,https://en.wikipedia.org/wiki/Gaius_Julius_Vindex,,,,
http://www.wikidata.org/entity/Q25445080,Vindicianus,,"vicarius romain",human,,,,,
http://www.wikidata.org/entity/Q3559987,Vindicius,,"Roman slave who exposed king Tarquin's plot to regain throne","human whose existence is disputed",https://en.wikipedia.org/wiki/Vindicius,http://www.wikidata.org/.well-known/genid/50a3fe48538f2cf93757da43e3a43333,http://www.wikidata.org/.well-known/genid/50a3fe48538f2cf93757da43e3a43333,http://www.wikidata.org/.well-known/genid/07d8dbeb2e37986a28a349f7f5c37803,http://www.wikidata.org/.well-known/genid/07d8dbeb2e37986a28a349f7f5c37803
http://www.wikidata.org/entity/Q1236649,"Vindonius Anatolius",,"Roman politician",human,https://en.wikipedia.org/wiki/Vindonius_Anatolius,,,,
http://www.wikidata.org/entity/Q232090,"Vipsania Agrippina",,"first wife of Emperor Tiberius",human,https://en.wikipedia.org/wiki/Vipsania_Agrippina,"Marcus Vipsanius Agrippa",http://www.wikidata.org/entity/Q48174,Attica,http://www.wikidata.org/entity/Q152626
http://www.wikidata.org/entity/Q91343480,"Vipsania Attica",,"daughter of Marcus Agrippa and wife of Quintus Haterius",human,https://en.wikipedia.org/wiki/Vipsania_(wife_of_Haterius),"Marcus Vipsanius Agrippa",http://www.wikidata.org/entity/Q48174,Attica,http://www.wikidata.org/entity/Q152626
http://www.wikidata.org/entity/Q4111991,"Vipsania Marcella Major",,"1st-century BC Roman noblewoman",human,https://en.wikipedia.org/wiki/Vipsania_(wife_of_Varus),"Marcus Vipsanius Agrippa",http://www.wikidata.org/entity/Q48174,"Claudia Marcella Major",http://www.wikidata.org/entity/Q180807
http://www.wikidata.org/entity/Q2171665,"Vipsania Marcella Minor",,"1st-century BC Roman noblewoman",human,https://en.wikipedia.org/wiki/Vipsania_(wife_of_Lepidus),"Marcus Vipsanius Agrippa",http://www.wikidata.org/entity/Q48174,"Claudia Marcella Major",http://www.wikidata.org/entity/Q180807
http://www.wikidata.org/entity/Q956124,"Vipsania Polla",,"sister of Marcus Vipsanius Agrippa",human,https://en.wikipedia.org/wiki/Vipsania_Polla,"Lucius Vipsanius Major",http://www.wikidata.org/entity/Q2914316,Ignota,http://www.wikidata.org/entity/Q111396827
http://www.wikidata.org/entity/Q111686007,Vipsanius,,"illegitimate son of Julia the Younger",human,,"Decimus Junius Silanus",http://www.wikidata.org/entity/Q3021006,"Julia the Younger",http://www.wikidata.org/entity/Q236459
http://www.wikidata.org/entity/Q19717408,"Vipsanius Atticus",,"1st century Roman rhetorician",human,,,,,
http://www.wikidata.org/entity/Q11049865,"Vipsanius Laenas",,"Roman praetor in 55 or 56 AD",human,https://en.wikipedia.org/wiki/Vipsanius_Laenas,,,,
http://www.wikidata.org/entity/Q17639619,Virbius,,"son of Hippolytus in Greek mythology","mythological Greek character",,Hippolytus,http://www.wikidata.org/entity/Q338201,,
http://www.wikidata.org/entity/Q1398,Virgil,,"Roman poet (1st century BC)",human,https://en.wikipedia.org/wiki/Virgil,,,"Magia Polla",http://www.wikidata.org/entity/Q60841634
http://www.wikidata.org/entity/Q345,"Virgin Mary",,"Mother of Jesus","human biblical figure","https://en.wikipedia.org/wiki/Mary,_mother_of_Jesus",Joachim,http://www.wikidata.org/entity/Q314700,"Saint Anne",http://www.wikidata.org/entity/Q164294
http://www.wikidata.org/entity/Q7934092,Virginia,,"daughter of Aulus Verginius, a patrician",human,https://en.wikipedia.org/wiki/Verginia_(wife_of_Lucius_Volumnius_Flamma),"Aulus Verginius",http://www.wikidata.org/entity/Q104029158,http://www.wikidata.org/.well-known/genid/104e4dd910552d5656f39efac27ed7a0,http://www.wikidata.org/.well-known/genid/104e4dd910552d5656f39efac27ed7a0
http://www.wikidata.org/entity/Q7934092,Virginia,,"daughter of Aulus Verginius, a patrician","human whose existence is disputed",https://en.wikipedia.org/wiki/Verginia_(wife_of_Lucius_Volumnius_Flamma),"Aulus Verginius",http://www.wikidata.org/entity/Q104029158,http://www.wikidata.org/.well-known/genid/104e4dd910552d5656f39efac27ed7a0,http://www.wikidata.org/.well-known/genid/104e4dd910552d5656f39efac27ed7a0
http://www.wikidata.org/entity/Q93240563,"Virginia Woods Callahan",,,human,,,,,
http://www.wikidata.org/entity/Q18634170,"Virius Audentius Aemilianus",,"Consularis Campaniae",human,,,,,
http://www.wikidata.org/entity/Q1216440,"Virius Gallus",,"late 3rd-century Roman senator",human,https://en.wikipedia.org/wiki/Virius_Gallus,,,,
http://www.wikidata.org/entity/Q2527812,"Virius Lupus",,"late 2nd century Roman soldier and governor",human,https://en.wikipedia.org/wiki/Virius_Lupus,,,,
http://www.wikidata.org/entity/Q56349525,"Virius Lupus",,"gouverneur romain",human,,,,,
http://www.wikidata.org/entity/Q955304,"Virius Lupus",,"3rd century Roman senator, governor and consul",human,https://en.wikipedia.org/wiki/Virius_Lupus_(consul_278),"Lucius Virius Lupus Julianus",http://www.wikidata.org/entity/Q347208,,
http://www.wikidata.org/entity/Q1115070,"Virius Nepotianus",,"Roman consul 336",human,https://en.wikipedia.org/wiki/Virius_Nepotianus,,,,
http://www.wikidata.org/entity/Q1239793,"Virius Nepotianus",,"consul romain en 336",human,,,,,
http://www.wikidata.org/entity/Q966315,"Virius Nicomachus Flavianus",,"consul of the Roman Empire (334-394)",human,https://en.wikipedia.org/wiki/Virius_Nicomachus_Flavianus,,,,
http://www.wikidata.org/entity/Q1246182,"Virius Orfitus",,"Roman statesman and consul in 270",human,https://en.wikipedia.org/wiki/Virius_Orfitus,,,,
http://www.wikidata.org/entity/Q23693,Visigoths,,"Major Gothic tribe","historical ethnic group",https://en.wikipedia.org/wiki/Visigoths,,,,
http://www.wikidata.org/entity/Q23693,Visigoths,,"Major Gothic tribe",tribe,https://en.wikipedia.org/wiki/Visigoths,,,,
http://www.wikidata.org/entity/Q100997698,Vistilia,,"ancient Roman prostitute",human,https://en.wikipedia.org/wiki/Vistilia_(prostitute),"Sextus Vistilius",http://www.wikidata.org/entity/Q1287424,,
http://www.wikidata.org/entity/Q3658103,Vistilia,,"Roman woman who had seven children by six husbands",human,https://en.wikipedia.org/wiki/Vistilia,,,,
http://www.wikidata.org/entity/Q732865,"Vitalis of Milan",,"early Christian martyr and saint",human,https://en.wikipedia.org/wiki/Vitalis_of_Milan,,,,
http://www.wikidata.org/entity/Q25478264,Vitellia,,"wife of Plautius",human,,"Quintus Vitellius",http://www.wikidata.org/entity/Q3927966,http://www.wikidata.org/.well-known/genid/faf4ee984dab699dad47ecf8f367da91,http://www.wikidata.org/.well-known/genid/faf4ee984dab699dad47ecf8f367da91
http://www.wikidata.org/entity/Q55371769,Vitellia,,"wife of Lucius Junius Brutus","human whose existence is disputed",,Vitellius,http://www.wikidata.org/entity/Q98659434,http://www.wikidata.org/.well-known/genid/ea12a2a352e4ad1d6984e010339c2627,http://www.wikidata.org/.well-known/genid/ea12a2a352e4ad1d6984e010339c2627
http://www.wikidata.org/entity/Q1239236,"Vitellia Galeria",,"daughter of Roman emperor Vitellius",human,https://en.wikipedia.org/wiki/Vitellia_(daughter_of_emperor_Vitellius),Vitellius,http://www.wikidata.org/entity/Q1417,"Galeria Fundana",http://www.wikidata.org/entity/Q260039
http://www.wikidata.org/entity/Q1417,Vitellius,,"Roman emperor (15-69)",human,https://en.wikipedia.org/wiki/Vitellius,"Lucius Vitellius the Elder",http://www.wikidata.org/entity/Q351491,Sextilia,http://www.wikidata.org/entity/Q268892
http://www.wikidata.org/entity/Q98659434,Vitellius,,"father-in-law of Lucius Brutus",human,,http://www.wikidata.org/.well-known/genid/3db1b9d98276e80730dda5150157a69b,http://www.wikidata.org/.well-known/genid/3db1b9d98276e80730dda5150157a69b,http://www.wikidata.org/.well-known/genid/e03eef77151cf20ebc38125f10e00ad3,http://www.wikidata.org/.well-known/genid/e03eef77151cf20ebc38125f10e00ad3
http://www.wikidata.org/entity/Q98659434,Vitellius,,"father-in-law of Lucius Brutus","human whose existence is disputed",,http://www.wikidata.org/.well-known/genid/3db1b9d98276e80730dda5150157a69b,http://www.wikidata.org/.well-known/genid/3db1b9d98276e80730dda5150157a69b,http://www.wikidata.org/.well-known/genid/e03eef77151cf20ebc38125f10e00ad3,http://www.wikidata.org/.well-known/genid/e03eef77151cf20ebc38125f10e00ad3
http://www.wikidata.org/entity/Q28664253,"Vitellius Afer",,"4th century writer",human,,,,,
http://www.wikidata.org/entity/Q662631,"Vitellius Germanicus",,"son of Roman emperor Vitellius",human,,Vitellius,http://www.wikidata.org/entity/Q1417,"Galeria Fundana",http://www.wikidata.org/entity/Q260039
http://www.wikidata.org/entity/Q1216270,"Vitellius Petronianus",,"son of emperor Vitellius",human,,Vitellius,http://www.wikidata.org/entity/Q1417,Petronia,http://www.wikidata.org/entity/Q542643
http://www.wikidata.org/entity/Q312607,Vitiges,,"king of the Ostrogoths",human,https://en.wikipedia.org/wiki/Vitiges,,,,
http://www.wikidata.org/entity/Q11954912,"Vitrasius Pollio",,"1st century AD governor of the Roman province of Egypt",human,https://en.wikipedia.org/wiki/Vitrasius_Pollio,,,,
